label,generatedAt,roomName,endpoint,players,patchAvg,patchP95,patchMax,patchSamples,fullStateAvg,fullStateMax,fullStateSamples,rttAvg,rttP95,rttMax,rttSamples,avgTickDriftMs,avgInputAgeMs,maxInputAgeMs,staleInputDrops,outOfOrderInputDrops,patchRateMs,authoritative,metricSamples,battlePickups,battleShots,battleHits,battleDamageDealt,battleDamageTaken,battleKills,battleDeaths,battleEffectsApplied,battleEffectsTaken,battleShieldsBlocked,battleShotsBlocked,anomalyEvents,anomalyPayloadBytes,anomalyProjectilesFired,anomalyProjectileHits,anomalyEffectsApplied,arenaEffectsApplied,apocalypseBursts,anomalyCoreCollections,anomalyChainBursts
asym-kill-forcing,2026-03-15T16:11:05.532Z,battle_room,ws://127.0.0.1:2567,2,175.01,313,678,3535,797.5,876,2,0.43,1,1,90,10.64,39.75,64,0,0,16.67,true,45,90,58,7,208,208,1,1,17,24,0,0,72,6804,5,5,21,5,0,0,0
