label,generatedAt,roomName,endpoint,players,patchAvg,patchP95,patchMax,patchSamples,fullStateAvg,fullStateMax,fullStateSamples,rttAvg,rttP95,rttMax,rttSamples,avgTickDriftMs,avgInputAgeMs,maxInputAgeMs,staleInputDrops,outOfOrderInputDrops,patchRateMs,authoritative,metricSamples,battlePickups,battleShots,battleHits,battleDamageDealt,battleDamageTaken,battleKills,battleDeaths,battleEffectsApplied,battleEffectsTaken,battleShieldsBlocked,battleShotsBlocked,anomalyEvents,anomalyPayloadBytes,anomalyProjectilesFired,anomalyProjectileHits,anomalyEffectsApplied,arenaEffectsApplied,apocalypseBursts,anomalyCoreCollections,anomalyChainBursts
asym-kill-forcing-final,2026-03-15T16:13:19.822Z,battle_room,ws://127.0.0.1:2567,2,115.6,171,304,3555,797.5,876,2,0.47,1,1,90,10.56,40.23,64,0,0,16.67,true,45,65,16,11,346,346,3,3,18,23,0,0,70,6672,5,5,20,5,0,0,0
