label,generatedAt,roomName,endpoint,players,patchAvg,patchP95,patchMax,patchSamples,fullStateAvg,fullStateMax,fullStateSamples,rttAvg,rttP95,rttMax,rttSamples,avgTickDriftMs,avgInputAgeMs,maxInputAgeMs,staleInputDrops,outOfOrderInputDrops,patchRateMs,authoritative,metricSamples,anomalyEvents,anomalyPayloadBytes,anomalyProjectilesFired,anomalyProjectileHits,anomalyEffectsApplied,arenaEffectsApplied,apocalypseBursts,anomalyCoreCollections,anomalyChainBursts
gloflux-telemetry,2026-03-13T13:02:40.346Z,gloflux,ws://127.0.0.1:2567,2,89.71,93,142,631,727.5,797,2,1.32,3,3,22,0,27.89,68,0,0,16.67,false,11,0,0,0,0,0,0,0,15,14
