label,generatedAt,roomName,endpoint,players,patchAvg,patchP95,patchMax,patchSamples,fullStateAvg,fullStateMax,fullStateSamples,rttAvg,rttP95,rttMax,rttSamples,avgTickDriftMs,avgInputAgeMs,maxInputAgeMs,staleInputDrops,outOfOrderInputDrops,patchRateMs,authoritative,metricSamples,battlePickups,battleShots,battleHits,battleDamageDealt,battleDamageTaken,battleKills,battleDeaths,battleEffectsApplied,battleEffectsTaken,battleShieldsBlocked,battleShotsBlocked,anomalyEvents,anomalyPayloadBytes,anomalyProjectilesFired,anomalyProjectileHits,anomalyEffectsApplied,arenaEffectsApplied,apocalypseBursts,anomalyCoreCollections,anomalyChainBursts
,2026-03-15T16:03:08.637Z,battle_room,ws://127.0.0.1:2567,2,108.66,128,236,1004,797.5,876,2,0.54,1,2,24,10.68,40.34,63,0,0,16.67,true,12,19,2,1,20,20,0,0,5,5,0,0,18,1526,1,0,5,1,0,0,0
